id,state,district,city,road_name,road_segment,latitude,longitude,year,month,day,hour,road_category,cause,vehicle_type,road_user_type,weather,road_condition,lighting_condition,traffic_level,accidents,fatalities,injuries
ACC-10860,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.69798,83.21117,2024,4,15,7,State Highway,Potholes / Road Surface Defect,Two-Wheeler,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Daylight,Medium,1,1,1
ACC-10861,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.69924,83.22599,2021,9,12,18,State Highway,Poor Lighting,Auto-Rickshaw,Vulnerable Road User (VRU),Clear,Under Construction,Poor / Intermittent,Low,1,0,2
ACC-10862,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.70443,83.22631,2021,9,6,16,State Highway,Poor Lighting,Auto-Rickshaw,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Daylight,Congested,1,0,1
ACC-10863,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.6949,83.22038,2022,11,11,22,State Highway,Potholes / Road Surface Defect,Two-Wheeler,Vulnerable Road User (VRU),Fog/Mist,Damaged / Potholes,Streetlights Operational,Congested,1,0,1
ACC-10864,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.70334,83.22521,2024,1,1,18,State Highway,Heavy Freight Congestion,Two-Wheeler,Vulnerable Road User (VRU),Rain,Wet / Slippery,Streetlights Operational,Congested,1,0,1
ACC-10865,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.69544,83.21545,2022,4,25,8,State Highway,Heavy Freight Congestion,Heavy Truck,Commercial Goods,Clear,Dry / Smooth,Daylight,Medium,1,0,3
ACC-10866,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.70355,83.2164,2022,11,7,2,State Highway,Overspeeding,Two-Wheeler,Vulnerable Road User (VRU),Rain,Wet / Slippery,Unlit / Pitch Black,High,1,2,1
ACC-10867,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.70323,83.21189,2024,12,28,9,State Highway,Poor Lighting,Two-Wheeler,Vulnerable Road User (VRU),Rain,Under Construction,Daylight,Medium,1,0,1
ACC-10868,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.69165,83.21851,2022,9,19,4,State Highway,Heavy Freight Congestion,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Poor / Intermittent,Low,1,0,1
ACC-10869,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.70358,83.21735,2024,5,17,19,State Highway,Poor Lighting,Heavy Truck,Commercial Goods,Rain,Under Construction,Poor / Intermittent,High,1,0,3
ACC-10870,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.69225,83.21289,2023,4,23,22,State Highway,Overspeeding,Two-Wheeler,Vulnerable Road User (VRU),Rain,Wet / Slippery,Poor / Intermittent,High,1,1,1
ACC-10871,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.6985,83.21282,2024,1,2,7,State Highway,Potholes / Road Surface Defect,Two-Wheeler,Vulnerable Road User (VRU),Rain,Damaged / Potholes,Daylight,Medium,1,0,0
ACC-10872,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.69773,83.22216,2022,6,4,3,State Highway,Overspeeding,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Poor / Intermittent,Low,1,1,0
ACC-10873,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.7039,83.21899,2022,7,2,21,State Highway,Heavy Freight Congestion,Heavy Truck,Commercial Goods,Rain,Dry / Smooth,Poor / Intermittent,High,1,1,3
ACC-10874,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.70551,83.22109,2022,10,26,8,State Highway,Overspeeding,Two-Wheeler,Vulnerable Road User (VRU),Rain,Wet / Slippery,Daylight,Medium,1,0,1
ACC-10875,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.70075,83.22229,2021,8,16,16,State Highway,Heavy Freight Congestion,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Daylight,Medium,1,0,0
ACC-10876,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.69965,83.21867,2024,5,20,7,State Highway,Potholes / Road Surface Defect,Heavy Truck,Commercial Goods,Clear,Damaged / Potholes,Daylight,Low,1,0,1
ACC-10877,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.69043,83.22055,2023,3,11,22,State Highway,Heavy Freight Congestion,Auto-Rickshaw,Vulnerable Road User (VRU),Rain,Dry / Smooth,Streetlights Operational,High,1,0,4
ACC-10878,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.6944,83.21744,2022,3,13,21,State Highway,Overspeeding,Two-Wheeler,Vulnerable Road User (VRU),Rain,Damaged / Potholes,Streetlights Operational,Congested,1,0,1
ACC-10879,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.69898,83.22101,2023,11,25,9,State Highway,Potholes / Road Surface Defect,Heavy Truck,Commercial Goods,Clear,Damaged / Potholes,Daylight,Low,1,0,1
ACC-10880,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.69212,83.2218,2023,9,9,9,State Highway,Overspeeding,Auto-Rickshaw,Vulnerable Road User (VRU),Rain,Wet / Slippery,Daylight,Medium,1,3,2
ACC-10881,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.69338,83.22231,2022,6,10,20,State Highway,Poor Lighting,Auto-Rickshaw,Vulnerable Road User (VRU),Rain,Wet / Slippery,Unlit / Pitch Black,Medium,1,1,2
ACC-10882,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.70009,83.22389,2022,10,28,0,State Highway,Potholes / Road Surface Defect,Auto-Rickshaw,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Unlit / Pitch Black,Medium,1,1,2
ACC-10883,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.69694,83.21802,2022,9,20,7,State Highway,Potholes / Road Surface Defect,Heavy Truck,Commercial Goods,Rain,Damaged / Potholes,Daylight,Low,1,0,1
ACC-10884,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.69789,83.21296,2023,3,24,3,State Highway,Poor Lighting,Two-Wheeler,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Poor / Intermittent,High,1,0,0
ACC-10885,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.69957,83.22116,2022,7,26,18,State Highway,Overspeeding,Auto-Rickshaw,Vulnerable Road User (VRU),Rain,Wet / Slippery,Poor / Intermittent,Low,1,1,2
ACC-10886,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.69978,83.21411,2022,8,5,15,State Highway,Potholes / Road Surface Defect,Heavy Truck,Commercial Goods,Clear,Damaged / Potholes,Daylight,Low,1,0,2
ACC-10887,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.69201,83.21786,2024,5,27,23,State Highway,Overspeeding,Heavy Truck,Commercial Goods,Rain,Wet / Slippery,Poor / Intermittent,High,1,0,2
ACC-10888,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam Port Freight Corridor,Sheela Nagar Flyover to Scindia Junction,17.69978,83.2162,2022,12,23,10,State Highway,Potholes / Road Surface Defect,Heavy Truck,Commercial Goods,Clear,Damaged / Potholes,Daylight,High,1,0,1
ACC-10889,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.32677,85.86322,2024,12,14,22,National Highway,Pedestrian Crossing Hazard,Bus,Motorized Passenger,Rain,Wet / Slippery,Streetlights Operational,Low,1,0,1
ACC-10890,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.32391,85.86891,2023,2,1,19,National Highway,Overspeeding,Car,Motorized Passenger,Rain,Wet / Slippery,Poor / Intermittent,High,1,0,2
ACC-10891,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.32686,85.87366,2024,10,17,13,National Highway,Poor Lighting,Two-Wheeler,Vulnerable Road User (VRU),Clear,Dry / Smooth,Daylight,High,1,1,1
ACC-10892,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.32517,85.85959,2024,7,23,8,National Highway,Poor Lighting,Car,Motorized Passenger,Rain,Dry / Smooth,Daylight,Congested,1,0,0
ACC-10893,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.33168,85.86318,2023,2,10,15,National Highway,Pedestrian Crossing Hazard,Car,Motorized Passenger,Rain,Wet / Slippery,Daylight,Low,1,0,1
ACC-10894,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.3241,85.86062,2024,1,11,22,National Highway,Adverse Weather / Fog,Pedestrian,Vulnerable Road User (VRU),Fog/Mist,Under Construction,Poor / Intermittent,Low,1,0,0
ACC-10895,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.3226,85.86915,2023,10,18,16,National Highway,Overspeeding,Bus,Motorized Passenger,Rain,Wet / Slippery,Daylight,High,1,0,0
ACC-10896,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.31788,85.86851,2022,7,7,23,National Highway,Poor Lighting,Bus,Motorized Passenger,Rain,Wet / Slippery,Poor / Intermittent,Medium,1,0,1
ACC-10897,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.31776,85.8745,2023,9,18,21,National Highway,Pedestrian Crossing Hazard,Pedestrian,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Poor / Intermittent,Low,1,0,3
ACC-10898,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.32401,85.87253,2023,10,19,8,National Highway,Overspeeding,Car,Motorized Passenger,Clear,Dry / Smooth,Daylight,Medium,1,0,1
ACC-10899,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.32383,85.86622,2022,4,8,7,National Highway,Overspeeding,Two-Wheeler,Vulnerable Road User (VRU),Rain,Wet / Slippery,Daylight,Medium,1,0,2
ACC-10900,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.33091,85.86296,2022,7,6,12,National Highway,Poor Lighting,Car,Motorized Passenger,Rain,Wet / Slippery,Daylight,Low,1,0,1
ACC-10901,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.32762,85.87068,2023,2,23,23,National Highway,Overspeeding,Pedestrian,Vulnerable Road User (VRU),Rain,Wet / Slippery,Poor / Intermittent,High,1,0,1
ACC-10902,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.31702,85.86476,2022,8,9,0,National Highway,Poor Lighting,Car,Motorized Passenger,Clear,Dry / Smooth,Poor / Intermittent,High,1,0,1
ACC-10903,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.33188,85.86264,2022,2,22,23,National Highway,Adverse Weather / Fog,Bus,Motorized Passenger,Rain,Dry / Smooth,Streetlights Operational,Congested,1,0,3
ACC-10904,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.31695,85.87127,2024,5,18,7,National Highway,Adverse Weather / Fog,Pedestrian,Vulnerable Road User (VRU),Clear,Under Construction,Daylight,Low,1,0,4
ACC-10905,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.31761,85.86566,2021,2,20,18,National Highway,Overspeeding,Pedestrian,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Unlit / Pitch Black,Congested,1,0,1
ACC-10906,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.31905,85.86562,2024,7,13,5,National Highway,Adverse Weather / Fog,Pedestrian,Vulnerable Road User (VRU),Rain,Wet / Slippery,Poor / Intermittent,Congested,1,0,1
ACC-10907,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.31613,85.87496,2022,6,21,9,National Highway,Poor Lighting,Two-Wheeler,Vulnerable Road User (VRU),Clear,Dry / Smooth,Daylight,High,1,0,0
ACC-10908,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.33005,85.8738,2021,1,11,0,National Highway,Adverse Weather / Fog,Two-Wheeler,Vulnerable Road User (VRU),Fog/Mist,Damaged / Potholes,Streetlights Operational,Congested,1,1,1
ACC-10909,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.3288,85.86112,2023,10,6,14,National Highway,Overspeeding,Pedestrian,Vulnerable Road User (VRU),Clear,Under Construction,Daylight,High,1,0,2
ACC-10910,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.32232,85.86637,2023,5,4,2,National Highway,Overspeeding,Two-Wheeler,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Streetlights Operational,Congested,1,0,1
ACC-10911,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.31704,85.87492,2021,11,18,7,National Highway,Adverse Weather / Fog,Pedestrian,Vulnerable Road User (VRU),Rain,Damaged / Potholes,Daylight,Medium,1,0,0
ACC-10912,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.32062,85.86137,2024,11,23,12,National Highway,Pedestrian Crossing Hazard,Two-Wheeler,Vulnerable Road User (VRU),Rain,Wet / Slippery,Daylight,Congested,1,0,1
ACC-10913,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.32232,85.86716,2022,5,21,18,National Highway,Poor Lighting,Two-Wheeler,Vulnerable Road User (VRU),Rain,Dry / Smooth,Poor / Intermittent,High,1,0,1
ACC-10914,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.32095,85.86221,2023,11,23,0,National Highway,Overspeeding,Two-Wheeler,Vulnerable Road User (VRU),Rain,Wet / Slippery,Unlit / Pitch Black,High,1,0,0
ACC-10915,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.31965,85.86432,2021,11,28,20,National Highway,Overspeeding,Bus,Motorized Passenger,Clear,Dry / Smooth,Streetlights Operational,High,1,0,0
ACC-10916,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.31995,85.87222,2022,8,7,21,National Highway,Pedestrian Crossing Hazard,Two-Wheeler,Vulnerable Road User (VRU),Rain,Wet / Slippery,Streetlights Operational,High,1,0,0
ACC-10917,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.33085,85.87009,2023,3,13,8,National Highway,Poor Lighting,Two-Wheeler,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Daylight,Medium,1,0,1
ACC-10918,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.32917,85.86701,2023,4,21,7,National Highway,Poor Lighting,Two-Wheeler,Vulnerable Road User (VRU),Rain,Under Construction,Daylight,Congested,1,0,3
ACC-10919,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.31903,85.86444,2021,11,23,23,National Highway,Poor Lighting,Pedestrian,Vulnerable Road User (VRU),Fog/Mist,Dry / Smooth,Unlit / Pitch Black,High,1,2,1
ACC-10920,Odisha,Khordha,Bhubaneswar,Bhubaneswar-Cuttack Highway NH-16,Rasulgarh Square to Pahala Rasagola Mile,20.32927,85.87334,2023,11,23,9,National Highway,Adverse Weather / Fog,Bus,Motorized Passenger,Rain,Wet / Slippery,Daylight,Low,1,0,0
ACC-10921,Assam,Kamrup Metropolitan,Guwahati,GS Road Khanapara Corridor,Khanapara Rotary to Six Mile Flyover,26.1326,91.807,2021,9,28,2,Urban Arterial,Drunk Driving,Auto-Rickshaw,Vulnerable Road User (VRU),Rain,Wet / Slippery,Streetlights Operational,High,1,0,0
ACC-10922,Assam,Kamrup Metropolitan,Guwahati,GS Road Khanapara Corridor,Khanapara Rotary to Six Mile Flyover,26.1211,91.79433,2022,7,20,23,Urban Arterial,Adverse Weather / Fog,Auto-Rickshaw,Vulnerable Road User (VRU),Rain,Wet / Slippery,Streetlights Operational,Medium,1,0,2
ACC-10923,Assam,Kamrup Metropolitan,Guwahati,GS Road Khanapara Corridor,Khanapara Rotary to Six Mile Flyover,26.12507,91.79512,2022,6,28,17,Urban Arterial,Adverse Weather / Fog,Pedestrian,Vulnerable Road User (VRU),Rain,Wet / Slippery,Daylight,High,1,0,0
ACC-10924,Assam,Kamrup Metropolitan,Guwahati,GS Road Khanapara Corridor,Khanapara Rotary to Six Mile Flyover,26.12298,91.80285,2022,11,7,23,Urban Arterial,Poor Lighting,Two-Wheeler,Vulnerable Road User (VRU),Fog/Mist,Dry / Smooth,Poor / Intermittent,Medium,1,0,1
ACC-10925,Assam,Kamrup Metropolitan,Guwahati,GS Road Khanapara Corridor,Khanapara Rotary to Six Mile Flyover,26.12049,91.79415,2023,1,4,9,Urban Arterial,Drunk Driving,Car,Motorized Passenger,Rain,Wet / Slippery,Daylight,Low,1,2,2
ACC-10926,Assam,Kamrup Metropolitan,Guwahati,GS Road Khanapara Corridor,Khanapara Rotary to Six Mile Flyover,26.12492,91.80396,2021,7,25,7,Urban Arterial,Drunk Driving,Two-Wheeler,Vulnerable Road User (VRU),Rain,Wet / Slippery,Daylight,Congested,1,0,1
ACC-10927,Assam,Kamrup Metropolitan,Guwahati,GS Road Khanapara Corridor,Khanapara Rotary to Six Mile Flyover,26.12398,91.79869,2024,12,8,12,Urban Arterial,Dangerous Junction Geometry,Pedestrian,Vulnerable Road User (VRU),Rain,Under Construction,Daylight,Medium,1,0,2
ACC-10928,Assam,Kamrup Metropolitan,Guwahati,GS Road Khanapara Corridor,Khanapara Rotary to Six Mile Flyover,26.13403,91.8099,2022,7,9,8,Urban Arterial,Drunk Driving,Auto-Rickshaw,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Daylight,Congested,1,0,2
ACC-10929,Assam,Kamrup Metropolitan,Guwahati,GS Road Khanapara Corridor,Khanapara Rotary to Six Mile Flyover,26.13105,91.79623,2022,11,12,18,Urban Arterial,Poor Lighting,Auto-Rickshaw,Vulnerable Road User (VRU),Rain,Under Construction,Poor / Intermittent,Congested,1,0,1
ACC-10930,Assam,Kamrup Metropolitan,Guwahati,GS Road Khanapara Corridor,Khanapara Rotary to Six Mile Flyover,26.12266,91.79584,2022,4,7,12,Urban Arterial,Adverse Weather / Fog,Pedestrian,Vulnerable Road User (VRU),Rain,Under Construction,Daylight,Low,1,0,1
ACC-10931,Assam,Kamrup Metropolitan,Guwahati,GS Road Khanapara Corridor,Khanapara Rotary to Six Mile Flyover,26.12655,91.80238,2024,5,27,16,Urban Arterial,Poor Lighting,Two-Wheeler,Vulnerable Road User (VRU),Clear,Damaged / Potholes,Daylight,Low,1,0,0
ACC-10932,Assam,Kamrup Metropolitan,Guwahati,GS Road Khanapara Corridor,Khanapara Rotary to Six Mile Flyover,26.13222,91.8063,2022,8,1,9,Urban Arterial,Adverse Weather / Fog,Pedestrian,Vulnerable Road User (VRU),Rain,Damaged / Potholes,Daylight,Medium,1,1,1
ACC-10933,Assam,Kamrup Metropolitan,Guwahati,GS Road Khanapara Corridor,Khanapara Rotary to Six Mile Flyover,26.1257,91.79554,2024,6,20,12,Urban Arterial,Drunk Driving,Two-Wheeler,Vulnerable Road User (VRU),Clear,Dry / Smooth,Daylight,High,1,0,2
ACC-10934,Assam,Kamrup Metropolitan,Guwahati,GS Road Khanapara Corridor,Khanapara Rotary to Six Mile Flyover,26.128,91.80536,2023,4,24,7,Urban Arterial,Dangerous Junction Geometry,Two-Wheeler,Vulnerable Road User (VRU),Rain,Wet / Slippery,Daylight,Low,1,0,2
ACC-10935,Assam,Kamrup Metropolitan,Guwahati,GS Road Khanapara Corridor,Khanapara Rotary to Six Mile Flyover,26.13602,91.80472,2023,5,4,5,Urban Arterial,Adverse Weather / Fog,Car,Motorized Passenger,Rain,Damaged / Potholes,Poor / Intermittent,Low,1,0,3
ACC-10936,Assam,Kamrup Metropolitan,Guwahati,GS Road Khanapara Corridor,Khanapara Rotary to Six Mile Flyover,26.1262,91.80115,2022,8,4,5,Urban Arterial,Poor Lighting,Auto-Rickshaw,Vulnerable Road User (VRU),Rain,Wet / Slippery,Poor / Intermittent,High,1,0,4
ACC-10937,Assam,Kamrup Metropolitan,Guwahati,GS Road Khanapara Corridor,Khanapara Rotary to Six Mile Flyover,26.13507,91.79588,2022,8,1,13,Urban Arterial,Dangerous Junction Geometry,Pedestrian,Vulnerable Road User (VRU),Rain,Wet / Slippery,Daylight,High,1,1,2
ACC-10938,Assam,Kamrup Metropolitan,Guwahati,GS Road Khanapara Corridor,Khanapara Rotary to Six Mile Flyover,26.12488,91.80243,2022,11,11,1,Urban Arterial,Dangerous Junction Geometry,Auto-Rickshaw,Vulnerable Road User (VRU),Fog/Mist,Damaged / Potholes,Poor / Intermittent,Low,1,0,0
ACC-10939,Assam,Kamrup Metropolitan,Guwahati,GS Road Khanapara Corridor,Khanapara Rotary to Six Mile Flyover,26.12773,91.79538,2021,8,11,3,Urban Arterial,Adverse Weather / Fog,Pedestrian,Vulnerable Road User (VRU),Rain,Wet / Slippery,Poor / Intermittent,Low,1,0,2
